ID,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
21739,23.0,male,Master,34143.0,1,RENT,6202.0,HOMEIMPROVEMENT,10.8,0.18,4.0,550,Yes,0
25936,30.0,female,Bachelor,77597.0,6,MORTGAGE,8000.0,MEDICAL,7.05,0.1,6.0,653,Yes,0
1213,25.0,female,Associate,195268.0,1,MORTGAGE,25000.0,DEBTCONSOLIDATION,16.0,0.13,3.0,662,No,1
22281,25.0,male,Bachelor,82731.0,0,RENT,6800.0,DEBTCONSOLIDATION,8.49,0.08,4.0,617,Yes,0
1356,21.0,male,Bachelor,35675.0,0,RENT,7500.0,MEDICAL,11.01,0.21,2.0,619,No,1
23010,23.0,male,Bachelor,25832.0,1,RENT,3146.0,MEDICAL,13.21,0.12,3.0,685,Yes,0
25383,25.0,male,High School,37333.0,4,RENT,7000.0,MEDICAL,7.74,0.19,2.0,571,No,0
11941,28.0,male,High School,95643.0,7,RENT,11842.0,HOMEIMPROVEMENT,12.79,0.12,5.0,620,No,0
990,23.0,female,Associate,52438.0,3,RENT,4400.0,MEDICAL,11.99,0.08,4.0,605,No,1
20905,25.0,male,Bachelor,82715.0,2,RENT,9500.0,DEBTCONSOLIDATION,7.14,0.11,3.0,658,No,0
25755,25.0,female,High School,70847.0,1,MORTGAGE,10000.0,HOMEIMPROVEMENT,13.24,0.14,4.0,526,Yes,0
12338,23.0,male,Bachelor,76081.0,0,MORTGAGE,23525.0,DEBTCONSOLIDATION,7.9,0.31,3.0,613,Yes,0
19366,24.0,male,Bachelor,128246.0,3,MORTGAGE,15000.0,DEBTCONSOLIDATION,7.49,0.12,3.0,710,No,0
8119,26.0,male,Associate,76635.0,2,RENT,12584.0,HOMEIMPROVEMENT,9.59,0.16,5.0,621,Yes,0
16183,28.0,male,Associate,54796.0,4,MORTGAGE,3000.0,MEDICAL,6.08,0.05,8.0,664,Yes,0
25372,38.0,female,Bachelor,98162.0,16,MORTGAGE,10000.0,PERSONAL,14.27,0.1,15.0,536,Yes,0
4464,26.0,male,High School,45042.0,0,RENT,14000.0,PERSONAL,9.88,0.31,4.0,578,No,1
31092,25.0,male,Associate,97040.0,3,MORTGAGE,25000.0,EDUCATION,13.08,0.26,2.0,516,Yes,0
22819,27.0,female,Bachelor,23272.0,7,RENT,1400.0,MEDICAL,9.99,0.06,6.0,662,Yes,0
31345,32.0,female,Associate,187821.0,10,MORTGAGE,10000.0,PERSONAL,9.63,0.05,9.0,569,Yes,0
3321,24.0,male,High School,36986.0,2,RENT,10000.0,HOMEIMPROVEMENT,14.81,0.27,5.0,541,No,1
519,26.0,male,Bachelor,39424.0,4,RENT,12000.0,MEDICAL,8.94,0.3,3.0,578,No,1
7810,32.0,male,High School,163231.0,9,MORTGAGE,6232.0,DEBTCONSOLIDATION,6.91,0.04,7.0,661,Yes,0
13359,26.0,male,Bachelor,40646.0,1,OWN,12000.0,VENTURE,8.24,0.3,7.0,670,Yes,0
28581,22.0,female,Master,80082.0,0,MORTGAGE,2400.0,VENTURE,11.01,0.03,2.0,705,Yes,0
1505,25.0,male,Bachelor,71752.0,7,RENT,3500.0,MEDICAL,15.65,0.05,2.0,640,No,1
27768,30.0,male,Master,81373.0,7,RENT,8000.0,VENTURE,11.01,0.1,8.0,630,Yes,0
14283,23.0,male,Bachelor,61083.0,0,RENT,4000.0,VENTURE,14.96,0.07,3.0,658,Yes,0
29431,31.0,male,Bachelor,37221.0,10,OWN,2950.0,HOMEIMPROVEMENT,10.75,0.08,7.0,690,No,0
13555,33.0,male,Bachelor,67224.0,9,RENT,8049.0,PERSONAL,11.01,0.12,9.0,653,Yes,0
20743,29.0,male,Master,143442.0,5,MORTGAGE,35000.0,EDUCATION,7.9,0.24,8.0,673,No,0
6272,32.0,female,Bachelor,39231.0,8,RENT,2600.0,DEBTCONSOLIDATION,11.01,0.07,9.0,683,No,1
7049,25.0,male,High School,84719.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,11.12,0.09,3.0,536,Yes,0
9444,29.0,male,High School,42954.0,7,RENT,4000.0,EDUCATION,15.23,0.09,9.0,663,Yes,0
8658,26.0,male,Master,72987.0,2,MORTGAGE,5000.0,PERSONAL,7.43,0.07,5.0,622,Yes,0
10677,24.0,female,High School,114879.0,0,MORTGAGE,35000.0,EDUCATION,7.85,0.3,4.0,650,Yes,0
9724,25.0,male,Bachelor,31231.0,5,RENT,4000.0,EDUCATION,10.25,0.13,2.0,677,Yes,0
1059,34.0,female,Bachelor,84934.0,11,MORTGAGE,17000.0,DEBTCONSOLIDATION,11.14,0.2,8.0,668,No,1
20646,34.0,female,Bachelor,70655.0,11,RENT,8000.0,EDUCATION,12.01,0.11,9.0,629,No,0
1917,36.0,female,Master,65505.0,10,RENT,7500.0,HOMEIMPROVEMENT,11.01,0.11,14.0,709,No,1
5591,23.0,female,Associate,53457.0,1,MORTGAGE,10000.0,PERSONAL,8.49,0.19,4.0,623,No,1
15684,29.0,male,Bachelor,49949.0,10,RENT,3381.0,MEDICAL,12.08,0.07,6.0,662,Yes,0
11328,23.0,male,Bachelor,85063.0,0,MORTGAGE,15000.0,PERSONAL,13.47,0.18,4.0,565,Yes,0
16657,24.0,male,High School,42754.0,2,RENT,2000.0,VENTURE,11.01,0.05,2.0,597,Yes,0
19525,32.0,male,Bachelor,114871.0,13,RENT,4000.0,HOMEIMPROVEMENT,7.49,0.03,8.0,685,Yes,0
12122,22.0,female,Associate,84652.0,0,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.36,0.18,2.0,595,Yes,0
9575,25.0,female,Master,102979.0,4,RENT,18000.0,EDUCATION,11.71,0.17,4.0,652,Yes,0
13414,36.0,female,High School,87020.0,13,MORTGAGE,3500.0,MEDICAL,6.99,0.04,13.0,649,Yes,0
5210,24.0,female,Associate,66881.0,3,RENT,8000.0,PERSONAL,16.9,0.12,4.0,549,No,1
16078,34.0,female,Bachelor,156799.0,7,MORTGAGE,7000.0,VENTURE,12.7,0.04,5.0,644,No,0
6360,23.0,female,Bachelor,24325.0,0,RENT,3000.0,PERSONAL,9.99,0.12,3.0,603,No,1
7509,38.0,female,Doctorate,120904.0,16,OWN,25000.0,MEDICAL,14.96,0.21,11.0,610,No,0
13836,26.0,male,High School,78533.0,3,MORTGAGE,2000.0,MEDICAL,11.99,0.03,4.0,674,Yes,0
26179,22.0,male,Associate,77669.0,0,MORTGAGE,7000.0,MEDICAL,10.38,0.09,4.0,661,Yes,0
28301,25.0,female,High School,94541.0,3,MORTGAGE,30000.0,PERSONAL,11.01,0.32,4.0,532,Yes,0
24015,21.0,male,High School,133576.0,0,OWN,12000.0,PERSONAL,11.01,0.09,3.0,573,Yes,0
25625,28.0,male,Associate,143699.0,9,MORTGAGE,5325.0,MEDICAL,10.38,0.04,7.0,532,No,0
28976,23.0,female,Associate,115035.0,0,RENT,10000.0,PERSONAL,10.99,0.09,4.0,626,No,0
19648,24.0,male,Associate,85094.0,0,MORTGAGE,16000.0,DEBTCONSOLIDATION,10.62,0.19,2.0,573,No,0
22804,30.0,female,Bachelor,126957.0,5,OWN,15400.0,HOMEIMPROVEMENT,11.36,0.12,10.0,581,Yes,0
25864,30.0,male,Bachelor,120782.0,6,MORTGAGE,13000.0,DEBTCONSOLIDATION,8.15,0.11,9.0,697,Yes,0
8438,27.0,male,High School,67159.0,4,RENT,10000.0,EDUCATION,14.27,0.15,7.0,676,No,0
29095,27.0,female,Bachelor,106414.0,6,MORTGAGE,14000.0,VENTURE,12.42,0.13,10.0,631,Yes,0
24439,21.0,female,Bachelor,42979.0,0,MORTGAGE,4800.0,DEBTCONSOLIDATION,10.99,0.11,3.0,620,No,0
22559,29.0,male,Bachelor,72756.0,7,RENT,14000.0,MEDICAL,7.51,0.19,8.0,615,Yes,0
19553,33.0,male,Bachelor,59375.0,7,RENT,6116.0,MEDICAL,10.58,0.1,6.0,701,Yes,0
14204,30.0,male,Bachelor,44396.0,6,RENT,8000.0,PERSONAL,11.36,0.18,8.0,596,No,0
11898,29.0,female,Master,111582.0,7,MORTGAGE,10000.0,PERSONAL,11.26,0.09,9.0,626,Yes,0
3314,41.0,female,Associate,57008.0,20,RENT,25000.0,MEDICAL,12.39,0.44,15.0,728,No,1
18332,23.0,male,Bachelor,104053.0,2,RENT,14000.0,MEDICAL,6.62,0.13,3.0,663,No,0
31297,24.0,male,High School,45499.0,6,RENT,9000.0,VENTURE,7.14,0.2,2.0,551,Yes,0
20645,24.0,male,Bachelor,36661.0,1,MORTGAGE,6000.0,VENTURE,13.22,0.16,3.0,653,No,0
788,32.0,female,High School,37302.0,8,RENT,11450.0,EDUCATION,9.99,0.31,6.0,604,No,1
17697,32.0,male,Associate,41558.0,7,MORTGAGE,2800.0,DEBTCONSOLIDATION,9.32,0.07,7.0,585,Yes,0
20462,28.0,female,Master,91294.0,4,RENT,20000.0,HOMEIMPROVEMENT,13.49,0.22,5.0,573,Yes,0
30575,26.0,female,Bachelor,85244.0,1,RENT,10000.0,DEBTCONSOLIDATION,9.45,0.12,3.0,609,Yes,0
14356,31.0,male,Associate,73063.0,8,RENT,4000.0,HOMEIMPROVEMENT,8.95,0.05,7.0,658,Yes,0
12344,26.0,male,Associate,51420.0,1,RENT,12800.0,EDUCATION,10.59,0.25,2.0,620,Yes,0
6489,28.0,female,Bachelor,51420.0,6,MORTGAGE,4000.0,MEDICAL,9.25,0.08,10.0,625,No,1
27998,25.0,male,Bachelor,118877.0,4,MORTGAGE,6400.0,PERSONAL,9.63,0.05,4.0,543,Yes,0
3507,44.0,male,High School,43471.0,16,RENT,4500.0,DEBTCONSOLIDATION,14.59,0.1,11.0,455,No,1
6270,34.0,male,Master,142720.0,11,MORTGAGE,25000.0,EDUCATION,11.78,0.18,7.0,623,No,1
17831,24.0,male,Associate,48473.0,0,MORTGAGE,6000.0,MEDICAL,7.98,0.12,4.0,638,Yes,0
14591,32.0,male,Master,144925.0,7,MORTGAGE,8000.0,EDUCATION,7.78,0.06,7.0,525,Yes,0
19821,24.0,male,Associate,38361.0,2,RENT,2000.0,MEDICAL,14.52,0.05,3.0,626,Yes,0
18709,26.0,male,Associate,54966.0,3,RENT,4800.0,PERSONAL,13.06,0.09,4.0,656,No,0
5498,24.0,male,High School,25209.0,5,RENT,3188.0,VENTURE,13.57,0.13,4.0,638,No,1
16194,23.0,female,Associate,66956.0,2,MORTGAGE,1469.0,EDUCATION,12.11,0.02,3.0,641,Yes,0
20672,33.0,male,Associate,131792.0,11,MORTGAGE,15000.0,MEDICAL,11.49,0.11,5.0,691,Yes,0
18968,23.0,male,Bachelor,180696.0,3,MORTGAGE,25000.0,MEDICAL,12.98,0.14,3.0,591,Yes,0
17364,25.0,female,Bachelor,46907.0,3,RENT,3000.0,EDUCATION,13.48,0.06,3.0,598,Yes,0
22245,23.0,female,Bachelor,58546.0,0,MORTGAGE,4800.0,DEBTCONSOLIDATION,9.53,0.08,4.0,646,No,0
16582,23.0,female,High School,53907.0,1,RENT,6000.0,MEDICAL,14.22,0.11,4.0,687,No,0
12834,36.0,female,Doctorate,231135.0,13,OTHER,20000.0,VENTURE,11.48,0.09,17.0,688,No,0
5240,22.0,female,Master,32242.0,1,RENT,11200.0,PERSONAL,16.89,0.35,3.0,562,No,1
10047,25.0,female,Bachelor,145000.0,2,MORTGAGE,20569.0,HOMEIMPROVEMENT,14.06,0.14,3.0,671,Yes,0
1625,27.0,male,High School,139977.0,6,MORTGAGE,3500.0,EDUCATION,12.53,0.03,10.0,554,No,1
6833,26.0,male,Bachelor,28107.0,4,RENT,2500.0,HOMEIMPROVEMENT,6.76,0.09,2.0,598,No,1
31454,25.0,female,Associate,146223.0,3,MORTGAGE,13000.0,VENTURE,11.01,0.09,2.0,669,Yes,0
20014,23.0,male,Bachelor,60813.0,0,RENT,6400.0,VENTURE,6.91,0.11,2.0,606,No,0
18695,24.0,female,High School,97145.0,4,MORTGAGE,9000.0,PERSONAL,9.54,0.09,4.0,649,Yes,0
28169,25.0,female,Bachelor,58252.0,0,OWN,15000.0,EDUCATION,10.25,0.26,4.0,628,Yes,0
6878,27.0,male,Bachelor,47763.0,4,RENT,7000.0,PERSONAL,13.46,0.15,7.0,610,No,1
25661,22.0,male,High School,67123.0,0,RENT,15000.0,PERSONAL,14.61,0.22,4.0,608,Yes,0
9094,22.0,male,Master,64535.0,1,RENT,9600.0,VENTURE,7.66,0.15,4.0,639,Yes,0
30296,27.0,male,Associate,79604.0,3,RENT,11080.0,HOMEIMPROVEMENT,9.19,0.14,6.0,641,No,0
2819,25.0,male,High School,47961.0,0,RENT,14000.0,PERSONAL,16.49,0.29,3.0,627,No,1
27804,24.0,female,Bachelor,145118.0,3,MORTGAGE,3000.0,MEDICAL,6.39,0.02,3.0,630,Yes,0
3496,22.0,male,High School,38442.0,0,RENT,5550.0,PERSONAL,11.36,0.14,3.0,590,No,1
26583,30.0,female,Associate,30413.0,7,RENT,5000.0,MEDICAL,6.91,0.16,7.0,627,No,0
26616,28.0,female,Bachelor,124731.0,6,RENT,10000.0,DEBTCONSOLIDATION,9.88,0.08,8.0,684,Yes,0
15646,26.0,female,High School,57585.0,4,RENT,6000.0,DEBTCONSOLIDATION,10.33,0.1,4.0,670,No,0
5397,24.0,female,Bachelor,56074.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,14.83,0.21,3.0,688,No,1
19884,28.0,male,High School,22776.0,4,RENT,2250.0,MEDICAL,8.49,0.1,9.0,671,Yes,0
19238,33.0,male,Bachelor,58644.0,7,RENT,1000.0,EDUCATION,9.76,0.02,10.0,510,Yes,0
12684,29.0,female,High School,88637.0,10,MORTGAGE,12000.0,EDUCATION,7.45,0.14,8.0,622,Yes,0
8533,23.0,female,Bachelor,110391.0,5,MORTGAGE,1500.0,PERSONAL,14.54,0.01,4.0,515,Yes,0
5589,23.0,male,Associate,80460.0,2,MORTGAGE,15000.0,MEDICAL,14.83,0.19,4.0,537,No,1
1930,25.0,female,Master,39643.0,4,RENT,6211.0,HOMEIMPROVEMENT,7.57,0.16,6.0,578,No,1
6453,29.0,female,Bachelor,22479.0,9,RENT,3000.0,VENTURE,12.69,0.13,5.0,586,No,1
10899,35.0,male,Associate,73038.0,11,RENT,4000.0,DEBTCONSOLIDATION,13.98,0.05,7.0,564,Yes,0
17331,32.0,female,Associate,94684.0,8,MORTGAGE,8000.0,EDUCATION,9.75,0.08,7.0,675,Yes,0
21261,22.0,male,Bachelor,73088.0,0,RENT,12000.0,MEDICAL,10.37,0.16,3.0,617,No,0
26557,27.0,male,Associate,121034.0,4,RENT,15600.0,PERSONAL,17.88,0.13,6.0,672,No,0
22052,37.0,female,Master,90505.0,14,RENT,6000.0,VENTURE,14.26,0.07,17.0,685,No,0
13476,28.0,female,Bachelor,35377.0,5,MORTGAGE,2000.0,EDUCATION,10.59,0.06,8.0,646,No,0
1090,21.0,male,Bachelor,35280.0,0,RENT,10000.0,PERSONAL,11.34,0.28,3.0,650,No,1
6106,22.0,female,Master,63645.0,2,MORTGAGE,14825.0,DEBTCONSOLIDATION,15.62,0.23,3.0,583,No,1
19412,23.0,male,Associate,92304.0,0,RENT,20000.0,MEDICAL,10.37,0.22,3.0,635,Yes,0
24293,22.0,male,Bachelor,81135.0,3,MORTGAGE,6000.0,EDUCATION,10.37,0.07,3.0,551,No,0
2650,32.0,female,Bachelor,46379.0,11,RENT,4797.0,DEBTCONSOLIDATION,10.37,0.1,6.0,674,No,1
23492,32.0,female,Bachelor,74140.0,7,RENT,17000.0,DEBTCONSOLIDATION,11.49,0.23,5.0,702,Yes,0
472,22.0,male,Associate,72093.0,2,OTHER,12000.0,HOMEIMPROVEMENT,11.01,0.17,4.0,601,No,1
9936,25.0,male,Master,92410.0,6,RENT,5000.0,DEBTCONSOLIDATION,8.9,0.05,2.0,657,No,0
13304,23.0,male,High School,121115.0,0,MORTGAGE,11200.0,PERSONAL,11.49,0.09,2.0,559,No,0
9617,48.0,male,Associate,79247.0,23,RENT,7632.0,PERSONAL,7.3,0.1,20.0,641,No,0
23257,26.0,male,Master,78615.0,6,RENT,12000.0,VENTURE,11.01,0.15,4.0,676,Yes,0
30081,25.0,male,High School,99522.0,0,RENT,6000.0,HOMEIMPROVEMENT,11.01,0.06,3.0,609,Yes,0
2549,23.0,male,Bachelor,41657.0,2,RENT,10000.0,MEDICAL,15.07,0.24,4.0,677,No,1
5957,22.0,male,Associate,44203.0,0,RENT,15000.0,VENTURE,13.85,0.34,3.0,630,No,1
8422,26.0,female,Associate,50890.0,1,RENT,6442.0,MEDICAL,7.7,0.13,5.0,661,Yes,0
10078,25.0,male,Associate,116316.0,0,RENT,6000.0,HOMEIMPROVEMENT,6.99,0.05,4.0,656,Yes,0
21509,27.0,female,Bachelor,47750.0,3,RENT,9000.0,MEDICAL,10.08,0.19,8.0,679,Yes,0
26311,23.0,female,High School,94310.0,0,RENT,20000.0,VENTURE,11.58,0.21,3.0,578,No,0
26425,25.0,female,Associate,78012.0,3,RENT,14400.0,MEDICAL,9.62,0.18,2.0,625,No,0
5799,23.0,male,Master,34208.0,0,RENT,9000.0,VENTURE,13.98,0.26,3.0,595,No,1
22207,24.0,female,Bachelor,43239.0,0,RENT,7200.0,MEDICAL,11.01,0.17,2.0,621,Yes,0
31164,35.0,female,High School,200302.0,15,RENT,6000.0,DEBTCONSOLIDATION,5.42,0.03,10.0,679,No,0
6726,29.0,female,Bachelor,8248.0,8,RENT,3057.0,VENTURE,9.29,0.37,9.0,712,No,1
20773,30.0,female,Associate,181036.0,10,OWN,24000.0,PERSONAL,11.83,0.13,5.0,679,Yes,0
10574,26.0,male,Bachelor,62660.0,6,MORTGAGE,11000.0,VENTURE,11.01,0.18,3.0,652,Yes,0
27548,24.0,male,Bachelor,120876.0,0,MORTGAGE,17069.0,PERSONAL,7.56,0.14,4.0,619,Yes,0
30404,22.0,male,High School,67081.0,0,RENT,5000.0,EDUCATION,12.54,0.07,3.0,647,Yes,0
31463,50.0,male,High School,56099.0,29,MORTGAGE,8600.0,EDUCATION,14.09,0.15,12.0,653,No,0
22460,23.0,female,Bachelor,79259.0,2,MORTGAGE,10800.0,PERSONAL,10.0,0.14,4.0,583,Yes,0
22561,24.0,male,Bachelor,72060.0,5,RENT,6000.0,DEBTCONSOLIDATION,7.9,0.08,3.0,677,No,0
31106,25.0,male,High School,43979.0,1,OWN,5500.0,PERSONAL,14.86,0.13,4.0,615,No,0
9472,22.0,female,Bachelor,29750.0,1,RENT,5000.0,EDUCATION,16.49,0.17,4.0,679,No,0
12699,24.0,female,High School,55119.0,3,OWN,10000.0,HOMEIMPROVEMENT,11.01,0.18,3.0,657,No,0
974,25.0,male,High School,106619.0,1,MORTGAGE,8487.0,DEBTCONSOLIDATION,14.65,0.08,5.0,482,No,1
20215,33.0,female,Associate,39457.0,12,RENT,4000.0,MEDICAL,8.48,0.1,9.0,610,No,0
12769,28.0,female,High School,52817.0,5,RENT,5000.0,MEDICAL,11.71,0.09,9.0,646,Yes,0
21426,38.0,male,High School,72830.0,15,RENT,10000.0,PERSONAL,7.9,0.14,14.0,599,Yes,0
24678,24.0,female,High School,145176.0,1,MORTGAGE,12000.0,EDUCATION,11.01,0.08,4.0,687,Yes,0
7310,23.0,male,High School,73467.0,2,RENT,5000.0,DEBTCONSOLIDATION,11.01,0.07,3.0,559,Yes,0
4839,26.0,male,Bachelor,73027.0,5,RENT,18000.0,HOMEIMPROVEMENT,16.29,0.25,2.0,662,No,1
23784,24.0,male,High School,31276.0,0,RENT,3000.0,EDUCATION,8.32,0.1,2.0,575,Yes,0
13014,29.0,male,Bachelor,65722.0,6,MORTGAGE,2500.0,EDUCATION,13.49,0.04,9.0,713,Yes,0
27173,28.0,female,High School,251935.0,8,MORTGAGE,15000.0,VENTURE,14.28,0.06,7.0,662,No,0
498,28.0,male,Bachelor,47828.0,8,RENT,10153.0,DEBTCONSOLIDATION,15.13,0.21,7.0,619,No,1
14360,26.0,female,High School,85125.0,3,MORTGAGE,4800.0,MEDICAL,11.01,0.06,4.0,596,Yes,0
2006,22.0,male,Master,66639.0,1,RENT,15000.0,DEBTCONSOLIDATION,14.83,0.23,4.0,655,No,1
19019,25.0,male,High School,53713.0,2,RENT,6000.0,EDUCATION,12.69,0.11,4.0,657,Yes,0
23987,25.0,female,High School,121016.0,0,RENT,20000.0,HOMEIMPROVEMENT,13.06,0.17,2.0,672,No,0
18298,29.0,female,Master,87603.0,8,MORTGAGE,24000.0,DEBTCONSOLIDATION,10.99,0.27,7.0,662,No,0
7658,22.0,female,Bachelor,36908.0,2,RENT,6200.0,EDUCATION,11.01,0.17,3.0,668,No,0
14989,24.0,male,Associate,80211.0,1,MORTGAGE,15000.0,PERSONAL,18.25,0.19,4.0,646,Yes,0
26135,49.0,female,Associate,83260.0,21,RENT,7513.0,PERSONAL,10.42,0.09,15.0,682,No,0
28671,23.0,male,Master,44144.0,3,RENT,7000.0,EDUCATION,7.9,0.16,4.0,583,Yes,0
22557,24.0,male,Bachelor,103026.0,1,MORTGAGE,24000.0,MEDICAL,10.81,0.23,3.0,594,Yes,0
41,25.0,male,High School,83680.0,4,RENT,8000.0,HOMEIMPROVEMENT,13.99,0.1,2.0,659,No,1
30084,28.0,female,Bachelor,109100.0,7,MORTGAGE,5000.0,HOMEIMPROVEMENT,14.79,0.05,8.0,672,No,0
27648,29.0,female,Associate,49256.0,8,MORTGAGE,4000.0,DEBTCONSOLIDATION,14.35,0.08,6.0,620,No,0
29083,28.0,male,Bachelor,58417.0,3,MORTGAGE,5000.0,MEDICAL,10.64,0.09,8.0,623,Yes,0
26050,31.0,female,Bachelor,44323.0,11,RENT,3500.0,MEDICAL,12.53,0.08,10.0,648,Yes,0
3640,25.0,male,High School,75451.0,0,RENT,10800.0,MEDICAL,15.65,0.14,4.0,656,No,1
11293,24.0,female,High School,43950.0,2,MORTGAGE,4800.0,VENTURE,13.61,0.11,3.0,649,Yes,0
17693,23.0,female,Associate,98727.0,1,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.0,0.15,4.0,666,No,0
2638,22.0,female,Bachelor,24665.0,0,RENT,6250.0,EDUCATION,11.01,0.25,3.0,613,No,1
25145,23.0,male,Associate,65677.0,1,RENT,9500.0,MEDICAL,14.65,0.14,2.0,605,Yes,0
14878,33.0,female,Associate,87109.0,10,MORTGAGE,4250.0,DEBTCONSOLIDATION,5.42,0.05,5.0,633,Yes,0
12047,23.0,male,Master,66821.0,0,RENT,10000.0,EDUCATION,10.61,0.15,3.0,703,Yes,0
8441,25.0,male,High School,58701.0,0,MORTGAGE,4000.0,MEDICAL,5.9,0.07,4.0,576,Yes,0
14643,28.0,male,Bachelor,66411.0,6,RENT,5000.0,PERSONAL,10.83,0.08,6.0,588,Yes,0
29944,30.0,male,Associate,217312.0,11,MORTGAGE,28000.0,PERSONAL,10.65,0.13,6.0,673,Yes,0
26223,29.0,male,Master,72096.0,9,RENT,6000.0,HOMEIMPROVEMENT,9.07,0.08,9.0,588,Yes,0
1480,23.0,male,Associate,51279.0,1,RENT,15000.0,VENTURE,11.83,0.29,4.0,674,No,1
16148,26.0,male,High School,112491.0,7,RENT,9800.0,HOMEIMPROVEMENT,10.25,0.09,4.0,548,Yes,0
16044,35.0,male,Master,58514.0,14,MORTGAGE,2000.0,MEDICAL,11.97,0.03,10.0,606,No,0
8446,24.0,female,Associate,114911.0,1,RENT,6500.0,PERSONAL,8.49,0.06,2.0,578,Yes,0
7147,24.0,female,Associate,37218.0,3,RENT,6000.0,EDUCATION,11.62,0.16,2.0,694,No,0
24541,23.0,male,High School,83867.0,1,MORTGAGE,15000.0,VENTURE,11.58,0.18,3.0,606,Yes,0
28763,31.0,female,Master,32190.0,8,MORTGAGE,6500.0,HOMEIMPROVEMENT,9.99,0.2,9.0,613,Yes,0
25496,38.0,female,Bachelor,91037.0,14,MORTGAGE,20000.0,VENTURE,11.36,0.22,11.0,656,No,0
20615,29.0,female,Associate,65691.0,8,MORTGAGE,10000.0,VENTURE,16.89,0.15,5.0,575,Yes,0
4087,29.0,female,Bachelor,51781.0,8,RENT,15000.0,VENTURE,7.88,0.29,7.0,583,No,1
30787,28.0,male,Associate,100634.0,6,RENT,21600.0,MEDICAL,6.91,0.21,10.0,708,No,0
24366,22.0,female,High School,91281.0,3,MORTGAGE,15000.0,MEDICAL,14.27,0.16,2.0,659,Yes,0
10986,26.0,female,Bachelor,150185.0,7,MORTGAGE,6000.0,PERSONAL,10.62,0.04,2.0,533,Yes,0
20972,25.0,male,Master,132836.0,0,MORTGAGE,25000.0,PERSONAL,11.7,0.19,4.0,531,Yes,0
26430,24.0,male,Associate,65559.0,0,MORTGAGE,8500.0,HOMEIMPROVEMENT,10.99,0.13,3.0,653,Yes,0
31459,24.0,male,Bachelor,49260.0,3,RENT,3000.0,PERSONAL,10.74,0.06,3.0,662,Yes,0
22927,26.0,female,Bachelor,50332.0,1,RENT,3000.0,VENTURE,11.11,0.06,3.0,646,Yes,0
30910,37.0,male,High School,54829.0,14,MORTGAGE,6382.0,PERSONAL,7.5,0.12,15.0,533,Yes,0
31213,26.0,female,Associate,73178.0,6,MORTGAGE,5000.0,MEDICAL,6.92,0.07,4.0,678,No,0
10924,23.0,female,High School,35638.0,2,RENT,2800.0,PERSONAL,10.38,0.08,2.0,678,Yes,0
20323,29.0,female,Bachelor,27613.0,8,OWN,8300.0,PERSONAL,5.42,0.3,7.0,668,No,0
14618,23.0,female,Associate,110187.0,0,MORTGAGE,12000.0,MEDICAL,11.74,0.11,3.0,616,Yes,0
21495,30.0,female,Bachelor,64703.0,9,RENT,11000.0,MEDICAL,6.62,0.17,9.0,718,Yes,0
26774,30.0,male,Master,87961.0,10,MORTGAGE,12000.0,VENTURE,7.88,0.14,8.0,586,Yes,0
8330,24.0,male,Associate,37041.0,0,RENT,2400.0,MEDICAL,13.72,0.06,4.0,571,Yes,0
19912,22.0,male,High School,61580.0,2,MORTGAGE,6000.0,EDUCATION,6.03,0.1,3.0,553,Yes,0
12360,33.0,male,Bachelor,26898.0,12,RENT,6500.0,EDUCATION,11.01,0.24,10.0,642,No,0
23709,23.0,male,Associate,72776.0,0,RENT,15000.0,PERSONAL,14.22,0.21,2.0,651,Yes,0
8230,30.0,female,Bachelor,173263.0,5,MORTGAGE,4926.0,DEBTCONSOLIDATION,16.04,0.03,7.0,581,No,0
11509,23.0,male,Bachelor,71627.0,0,RENT,2500.0,PERSONAL,14.96,0.03,2.0,560,Yes,0
25380,22.0,male,Associate,46404.0,1,MORTGAGE,8500.0,DEBTCONSOLIDATION,5.42,0.18,2.0,636,Yes,0
13584,30.0,female,High School,86426.0,7,RENT,9600.0,DEBTCONSOLIDATION,12.61,0.11,9.0,642,No,0
12845,24.0,male,Master,60990.0,1,RENT,7000.0,EDUCATION,7.55,0.11,5.0,680,Yes,0
9604,25.0,female,Associate,155104.0,0,MORTGAGE,15000.0,HOMEIMPROVEMENT,12.53,0.1,3.0,612,Yes,0
26955,26.0,female,Associate,34358.0,2,MORTGAGE,6000.0,VENTURE,7.88,0.17,3.0,647,Yes,0
5462,43.0,male,Master,24111.0,20,RENT,7500.0,HOMEIMPROVEMENT,9.01,0.31,11.0,589,No,1
6343,34.0,male,High School,62770.0,10,RENT,1600.0,MEDICAL,15.21,0.03,6.0,570,No,1
9667,27.0,female,Bachelor,63656.0,7,MORTGAGE,5000.0,DEBTCONSOLIDATION,7.75,0.08,7.0,663,Yes,0
15001,36.0,female,High School,51323.0,13,RENT,2000.0,VENTURE,11.14,0.04,11.0,580,Yes,0
